"from"	"to"	"edge_creation_month"
557	843	"4"
249	518	"4"
1713	1652	"4"
1158	474	"4"
598	652	"4"
843	557	"4"
1673	249	"4"
1346	1472	"4"
1713	1280	"4"
95	1387	"4"
1713	1585	"4"
1280	1713	"4"
1585	1713	"4"
1713	1585	"4"
1585	1568	"4"
1585	1713	"4"
1713	1585	"4"
1713	462	"4"
1585	1713	"4"
1713	1585	"4"
1713	1665	"4"
95	447	"4"
726	97	"4"
189	483	"4"
1717	1739	"4"
540	1142	"4"
95	626	"4"
163	1026	"4"
95	561	"4"
95	1161	"4"
95	960	"4"
95	1673	"4"
719	1346	"4"
95	719	"4"
27	1285	"4"
1395	249	"4"
495	741	"4"
495	1406	"4"
620	1181	"4"
620	27	"4"
1346	719	"4"
708	557	"4"
36	1713	"4"
1713	36	"4"
27	620	"4"
1342	1343	"4"
1713	708	"4"
1059	713	"4"
1142	540	"4"
281	708	"4"
1231	984	"4"
617	1713	"4"
1713	617	"4"
1713	617	"4"
617	1713	"4"
1713	617	"4"
984	1231	"4"
1728	312	"4"
1713	561	"4"
1728	312	"4"
561	95	"4"
561	249	"4"
561	1713	"4"
63	1520	"4"
1540	48	"4"
1540	1520	"4"
1285	27	"4"
1285	1313	"4"
1509	1285	"4"
1285	1509	"4"
1688	277	"4"
1688	1647	"4"
1136	249	"4"
48	1540	"4"
95	561	"4"
249	1395	"4"
249	1136	"4"
1158	1072	"4"
1713	143	"4"
143	1727	"4"
143	1713	"4"
809	1240	"4"
1231	984	"4"
1540	48	"4"
1713	143	"4"
1181	620	"4"
518	249	"4"
124	1255	"4"
652	598	"4"
652	598	"4"
1313	1285	"4"
557	708	"4"
1346	346	"4"
1415	1142	"4"
143	1713	"4"
1488	32	"4"
1727	143	"4"
249	1488	"4"
249	725	"4"
474	32	"4"
474	1158	"4"
1624	1509	"4"
1488	249	"4"
249	1488	"4"
1624	1408	"4"
249	1488	"4"
1029	1713	"4"
1513	1737	"4"
1513	1737	"4"
1237	843	"4"
1737	219	"4"
1737	219	"4"
1513	1737	"4"
1737	277	"4"
1737	1127	"4"
1737	1255	"4"
144	430	"4"
1127	1251	"4"
1737	1255	"4"
32	1488	"4"
1737	1408	"4"
1737	1513	"4"
1343	9	"4"
1737	1157	"4"
1737	415	"4"
1737	415	"4"
1343	1342	"4"
1343	1342	"4"
249	1343	"4"
1737	220	"4"
1667	799	"4"
1667	144	"4"
799	1667	"4"
1343	249	"4"
561	95	"4"
713	884	"4"
713	727	"4"
1255	124	"4"
713	1059	"4"
1255	1737	"4"
249	1343	"4"
249	394	"4"
1408	1737	"4"
1408	1624	"4"
1395	341	"4"
1136	249	"4"
249	1136	"4"
415	1737	"4"
1142	1415	"4"
1713	143	"4"
1406	495	"4"
1472	1346	"4"
1346	1472	"4"
447	95	"4"
714	1647	"4"
878	537	"4"
249	868	"4"
1009	1585	"4"
1713	1029	"4"
537	468	"4"
537	878	"4"
1009	27	"4"
1713	1026	"4"
495	1406	"4"
595	191	"4"
1346	518	"4"
878	537	"4"
1009	1346	"4"
708	281	"4"
1009	537	"4"
249	708	"4"
1346	1009	"4"
249	1731	"4"
191	595	"4"
1332	1545	"4"
81	1434	"4"
557	843	"4"
1562	809	"4"
809	1562	"4"
1562	809	"4"
788	9	"4"
788	67	"4"
1713	788	"4"
1713	938	"4"
843	557	"4"
1240	809	"4"
1632	1039	"4"
809	1562	"4"
809	1240	"4"
27	1009	"4"
809	847	"4"
792	1036	"4"
27	1285	"4"
281	708	"4"
518	1346	"4"
211	525	"4"
525	211	"4"
211	525	"4"
525	211	"4"
525	211	"4"
812	378	"4"
812	378	"4"
620	1181	"4"
1190	1285	"4"
48	1540	"4"
518	1339	"4"
1415	1142	"4"
1346	518	"4"
518	1346	"4"
518	249	"4"
429	191	"4"
429	160	"4"
67	788	"4"
1342	1255	"4"
582	861	"4"
1255	1342	"4"
1342	1255	"4"
1255	1342	"4"
1059	713	"4"
1731	9	"4"
1572	1712	"4"
1488	249	"4"
1488	32	"4"
1488	518	"4"
1285	1190	"4"
1285	27	"4"
1713	27	"4"
27	1713	"4"
1713	27	"4"
27	1713	"4"
1713	27	"4"
27	1713	"4"
1069	1727	"4"
1069	1717	"4"
1713	1342	"4"
1255	1231	"4"
1406	495	"4"
8	430	"4"
1346	518	"4"
1343	249	"4"
1545	1332	"4"
1509	1285	"4"
1509	1624	"4"
249	1343	"4"
518	1488	"4"
518	1346	"4"
1624	1509	"4"
191	429	"4"
1713	1282	"4"
1282	1713	"4"
1282	1713	"4"
1713	1282	"4"
1282	1713	"4"
847	809	"4"
1343	249	"4"
32	1488	"4"
1713	1282	"4"
1282	1713	"4"
1713	1282	"4"
1737	415	"4"
1282	1713	"4"
1737	1513	"4"
1737	710	"4"
172	639	"4"
1713	1282	"4"
1282	1713	"4"
1713	1282	"4"
52	249	"4"
1240	809	"4"
1231	1255	"4"
725	249	"4"
557	843	"4"
809	1240	"4"
809	847	"4"
1346	518	"4"
67	1665	"4"
398	1013	"4"
536	1713	"4"
536	430	"4"
708	281	"4"
708	249	"4"
201	143	"4"
719	1346	"4"
1346	719	"4"
984	1231	"4"
532	536	"4"
1667	1579	"4"
1667	1346	"4"
1737	1494	"4"
1737	1639	"4"
1727	1069	"4"
415	1737	"4"
346	1346	"4"
249	725	"4"
1346	1667	"4"
1346	346	"4"
1013	398	"4"
1280	1287	"4"
1287	1280	"4"
1036	792	"4"
281	708	"4"
249	1136	"4"
398	447	"4"
429	191	"4"
1231	984	"4"
1500	1346	"4"
1713	437	"4"
518	1346	"4"
249	843	"4"
843	557	"4"
1255	1231	"4"
843	249	"4"
249	843	"4"
843	249	"4"
12	1312	"4"
249	843	"4"
447	398	"4"
557	843	"4"
843	557	"4"
557	843	"4"
843	557	"4"
557	843	"4"
621	95	"4"
984	1231	"4"
984	1231	"4"
1562	1434	"4"
1181	620	"4"
843	557	"4"
1339	1491	"4"
620	1181	"4"
1339	1546	"4"
1346	1500	"4"
1346	518	"4"
518	1346	"4"
1136	249	"4"
394	1190	"4"
394	1190	"4"
1190	394	"4"
727	713	"4"
1190	394	"4"
1190	394	"4"
495	1406	"4"
394	1190	"4"
1312	12	"4"
394	1190	"4"
1178	242	"4"
27	1285	"4"
626	95	"4"
1741	783	"4"
1342	1713	"4"
1741	798	"4"
1741	815	"4"
211	44	"4"
1741	1049	"4"
1546	1339	"4"
1713	1313	"4"
1488	518	"4"
1488	32	"4"
1190	394	"4"
1339	1546	"4"
1540	48	"4"
1313	1713	"4"
768	1280	"4"
346	1346	"4"
1346	346	"4"
346	1346	"4"
398	447	"4"
1346	346	"4"
143	201	"4"
12	1312	"4"
822	727	"4"
12	67	"4"
155	525	"4"
346	1346	"4"
1346	346	"4"
346	1346	"4"
346	1346	"4"
1346	518	"4"
1346	346	"4"
1240	809	"4"
518	1488	"4"
1280	768	"4"
1231	984	"4"
1231	984	"4"
1312	12	"4"
32	1488	"4"
1713	36	"4"
201	143	"4"
85	1434	"4"
249	85	"4"
699	959	"4"
224	175	"4"
36	1713	"4"
809	1240	"4"
1713	1493	"4"
1493	1713	"4"
176	1493	"4"
1713	1493	"4"
557	843	"4"
1713	536	"4"
1713	1342	"4"
1493	176	"4"
1493	1713	"4"
1713	1313	"4"
176	1493	"4"
1493	176	"4"
176	1493	"4"
1713	36	"4"
1493	176	"4"
176	1493	"4"
1493	176	"4"
176	1493	"4"
1713	1742	"4"
1493	176	"4"
176	1493	"4"
924	768	"4"
924	768	"4"
1493	176	"4"
176	1493	"4"
1493	176	"4"
176	1493	"4"
1493	176	"4"
176	1493	"4"
1493	176	"4"
176	1493	"4"
547	1616	"4"
1346	367	"4"
1181	620	"4"
547	143	"4"
1713	1742	"4"
1713	1313	"4"
172	1647	"4"
1713	1743	"4"
1540	1744	"4"
1406	495	"4"
711	547	"4"
1644	557	"4"
249	1238	"4"
674	1742	"4"
1744	1540	"4"
851	312	"4"
249	1644	"4"
595	191	"4"
595	1526	"4"
12	1312	"4"
1540	1744	"4"
1540	1744	"4"
843	557	"4"
176	1745	"4"
1744	1540	"4"
1540	1744	"4"
1713	1493	"4"
1493	1474	"4"
1493	1713	"4"
1493	1113	"4"
1713	1493	"4"
1493	1713	"4"
1713	1493	"4"
1493	1713	"4"
557	843	"4"
557	843	"4"
1113	1493	"4"
843	557	"4"
1009	27	"4"
1746	1021	"4"
341	1395	"4"
708	281	"4"
674	1346	"4"
191	429	"4"
191	595	"4"
1240	809	"4"
727	822	"4"
1029	1713	"4"
783	1741	"4"
1644	249	"4"
557	843	"4"
249	1644	"4"
27	1009	"4"
1190	394	"4"
1313	1713	"4"
281	708	"4"
44	211	"4"
1730	1746	"4"
199	1346	"4"
1730	1034	"4"
1730	1042	"4"
1387	95	"4"
211	44	"4"
211	93	"4"
794	1118	"4"
794	277	"4"
1746	1029	"4"
1644	249	"4"
1314	1346	"4"
1713	1029	"4"
1713	1313	"4"
447	398	"4"
367	1346	"4"
1346	367	"4"
1434	193	"4"
1434	85	"4"
1434	81	"4"
1434	1562	"4"
1346	1314	"4"
1343	212	"4"
1713	605	"4"
605	1713	"4"
1713	605	"4"
312	851	"4"
1713	1346	"4"
1346	1713	"4"
1713	1346	"4"
1346	1713	"4"
1713	1346	"4"
1346	1713	"4"
592	249	"4"
592	871	"4"
176	1747	"4"
176	475	"4"
475	176	"4"
176	475	"4"
475	176	"4"
1713	1346	"4"
249	1644	"4"
249	1489	"4"
1346	1713	"4"
1713	1346	"4"
878	438	"4"
1748	384	"4"
878	1489	"4"
67	1748	"4"
398	447	"4"
1472	1346	"4"
1118	794	"4"
1312	12	"4"
1346	1713	"4"
1312	12	"4"
1713	1346	"4"
1313	1713	"4"
429	191	"4"
429	1680	"4"
1749	1734	"4"
1749	1727	"4"
1727	1749	"4"
1749	346	"4"
1727	353	"4"
1667	537	"4"
1749	995	"4"
1727	471	"4"
1667	8	"4"
1644	249	"4"
537	1009	"4"
249	1644	"4"
1669	1665	"4"
1395	341	"4"
537	1667	"4"
12	1312	"4"
12	1312	"4"
739	969	"4"
1647	1713	"4"
1647	482	"4"
1647	1282	"4"
1647	1688	"4"
249	447	"4"
447	398	"4"
1647	714	"4"
1713	1647	"4"
1667	843	"4"
447	249	"4"
249	1742	"4"
843	1667	"4"
19	1742	"4"
193	1742	"4"
1339	1624	"4"
346	1749	"4"
1749	346	"4"
1749	346	"4"
1713	175	"4"
843	193	"4"
557	1644	"4"
984	1231	"4"
1669	454	"4"
1513	1520	"4"
1669	437	"4"
1520	1540	"4"
1520	63	"4"
1520	1513	"4"
1742	211	"4"
1520	1513	"4"
1669	1521	"4"
1520	912	"4"
1513	1520	"4"
1520	1513	"4"
1513	1520	"4"
1520	1513	"4"
1513	1520	"4"
1513	1520	"4"
1513	1520	"4"
1520	1513	"4"
1520	1513	"4"
1669	204	"4"
1513	1520	"4"
1669	979	"4"
1520	1513	"4"
1513	1520	"4"
1488	518	"4"
1029	1746	"4"
1520	1513	"4"
1669	784	"4"
1513	1520	"4"
1520	1513	"4"
1513	1520	"4"
1513	1520	"4"
1669	1056	"4"
1520	1513	"4"
1669	561	"4"
1727	97	"4"
1669	460	"4"
1669	391	"4"
1669	1423	"4"
191	429	"4"
851	312	"4"
342	971	"4"
1026	1713	"4"
1312	12	"4"
1312	12	"4"
1312	12	"4"
1440	288	"4"
1624	1339	"4"
561	1669	"4"
1669	561	"4"
367	1346	"4"
95	561	"4"
95	447	"4"
95	621	"4"
95	626	"4"
95	1387	"4"
768	924	"4"
1190	1285	"4"
768	1280	"4"
346	1644	"4"
193	843	"4"
1540	1520	"4"
1540	1669	"4"
822	727	"4"
822	1642	"4"
822	1339	"4"
595	191	"4"
211	1742	"4"
211	93	"4"
1713	135	"4"
1332	1069	"4"
1713	1346	"4"
1346	367	"4"
1644	249	"4"
1644	557	"4"
1644	346	"4"
398	447	"4"
1741	783	"4"
233	193	"4"
233	1738	"4"
233	1013	"4"
1713	233	"4"
32	72	"4"
233	1713	"4"
233	810	"4"
1713	233	"4"
1738	233	"4"
233	1738	"4"
1332	1545	"4"
233	1713	"4"
1713	233	"4"
93	211	"4"
93	36	"4"
1346	1472	"4"
233	1713	"4"
1738	233	"4"
233	1738	"4"
1738	233	"4"
233	1738	"4"
1738	233	"4"
561	1669	"4"
233	1738	"4"
1671	438	"4"
1738	233	"4"
211	93	"4"
233	1738	"4"
1713	233	"4"
561	95	"4"
233	1713	"4"
1713	561	"4"
1713	233	"4"
1738	233	"4"
431	561	"4"
431	85	"4"
431	1644	"4"
1644	431	"4"
233	1738	"4"
233	1713	"4"
361	1436	"4"
1713	233	"4"
561	1713	"4"
561	431	"4"
1713	561	"4"
1136	233	"4"
1742	211	"4"
233	1136	"4"
36	93	"4"
1669	1540	"4"
1669	561	"4"
341	1395	"4"
783	1741	"4"
1387	95	"4"
1472	1346	"4"
1346	1472	"4"
1423	1669	"4"
431	1644	"4"
431	561	"4"
1748	67	"4"
1406	1748	"4"
1013	233	"4"
1748	1406	"4"
1748	1406	"4"
1667	620	"4"
843	193	"4"
1406	1748	"4"
1748	1406	"4"
1406	1748	"4"
1406	1744	"4"
1285	27	"4"
1285	8	"4"
1285	1565	"4"
1545	1332	"4"
1713	1585	"4"
447	95	"4"
447	398	"4"
447	398	"4"
1741	783	"4"
1724	1713	"4"
1724	1543	"4"
398	447	"4"
1744	1406	"4"
1713	1724	"4"
1647	1713	"4"
1647	1669	"4"
1669	1647	"4"
1669	1423	"4"
1543	1712	"4"
1543	1739	"4"
1472	1346	"4"
1713	1647	"4"
1346	1472	"4"
8	1285	"4"
518	1488	"4"
1136	233	"4"
12	1312	"4"
12	1312	"4"
1198	1746	"4"
367	1346	"4"
211	1742	"4"
1644	431	"4"
1346	367	"4"
1724	1713	"4"
1312	12	"4"
12	1312	"4"
1312	12	"4"
12	1312	"4"
12	1312	"4"
1312	12	"4"
1312	12	"4"
1338	9	"4"
1338	67	"4"
1338	341	"4"
1742	211	"4"
1713	1724	"4"
1713	1313	"4"
1338	1042	"4"
346	1644	"4"
1231	984	"4"
288	1440	"4"
1713	1742	"4"
1644	346	"4"
233	1676	"4"
233	1676	"4"
233	1676	"4"
233	1136	"4"
42	249	"4"
1285	8	"4"
1712	1572	"4"
1713	1563	"4"
1132	1285	"4"
234	969	"4"
1285	1132	"4"
1132	1285	"4"
1285	1132	"4"
1487	620	"4"
1132	1285	"4"
1487	1520	"4"
1285	1132	"4"
1724	1713	"4"
1132	1285	"4"
708	281	"4"
1285	1132	"4"
32	1132	"4"
32	1072	"4"
1136	233	"4"
969	234	"4"
1282	1647	"4"
969	847	"4"
969	739	"4"
346	1644	"4"
749	474	"4"
557	1644	"4"
474	749	"4"
431	1644	"4"
1339	474	"4"
431	1624	"4"
601	400	"4"
1489	249	"4"
9	1343	"4"
1489	878	"4"
9	788	"4"
9	1338	"4"
674	1338	"4"
674	168	"4"
378	812	"4"
1624	431	"4"
878	1489	"4"
1423	1669	"4"
561	1713	"4"
1750	1338	"4"
561	431	"4"
447	398	"4"
1132	9	"4"
1734	1436	"4"
454	1669	"4"
212	1343	"4"
644	1749	"4"
1741	277	"4"
1280	768	"4"
211	36	"4"
1741	297	"4"
341	1338	"4"
1741	1282	"4"
1741	475	"4"
1741	475	"4"
1741	475	"4"
1741	475	"4"
36	211	"4"
431	1624	"4"
8	1285	"4"
1741	1497	"4"
1741	899	"4"
431	561	"4"
1487	974	"4"
1436	1734	"4"
1669	454	"4"
1669	1423	"4"
189	44	"4"
1741	537	"4"
1669	974	"4"
1579	1667	"4"
1741	783	"4"
1741	783	"4"
431	1579	"4"
822	727	"4"
727	822	"4"
822	727	"4"
644	8	"4"
504	1740	"4"
3	176	"4"
3	199	"4"
3	374	"4"
3	252	"4"
3	242	"4"
3	475	"4"
3	652	"4"
3	288	"4"
1713	3	"4"
3	172	"4"
3	1190	"4"
3	640	"4"
3	26	"4"
3	1103	"4"
3	1167	"4"
3	72	"4"
3	32	"4"
3	68	"4"
3	1371	"4"
3	498	"4"
3	790	"4"
3	1154	"4"
3	1662	"4"
3	881	"4"
3	840	"4"
3	302	"4"
3	2	"4"
3	62	"4"
3	1185	"4"
3	1185	"4"
3	308	"4"
3	846	"4"
3	1110	"4"
3	32	"4"
3	865	"4"
3	697	"4"
3	740	"4"
3	1237	"4"
3	1340	"4"
3	1340	"4"
3	408	"4"
3	26	"4"
3	700	"4"
3	700	"4"
3	249	"4"
3	1117	"4"
3	1620	"4"
3	1344	"4"
3	810	"4"
3	1231	"4"
3	782	"4"
3	1315	"4"
3	800	"4"
3	1751	"4"
3	1440	"4"
3	1281	"4"
3	224	"4"
3	569	"4"
3	645	"4"
3	249	"4"
3	687	"4"
3	482	"4"
3	752	"4"
3	1270	"4"
3	1127	"4"
3	1237	"4"
3	1352	"4"
3	731	"4"
3	1335	"4"
3	2	"4"
3	2	"4"
3	681	"4"
3	1415	"4"
3	545	"4"
3	26	"4"
3	1349	"4"
3	823	"4"
3	823	"4"
3	243	"4"
3	477	"4"
3	794	"4"
3	1189	"4"
3	394	"4"
3	569	"4"
3	711	"4"
3	1412	"4"
3	933	"4"
3	42	"4"
3	173	"4"
3	1317	"4"
3	1713	"4"
1713	3	"4"
3	1713	"4"
1713	3	"4"
3	1713	"4"
1314	1346	"4"
1713	1344	"4"
1644	431	"4"
1644	346	"4"
847	969	"4"
1624	431	"4"
27	1285	"4"
1190	394	"4"
32	3	"4"
67	1338	"4"
969	847	"4"
1359	1343	"4"
8	644	"4"
1540	1669	"4"
495	1406	"4"
431	1644	"4"
431	1624	"4"
1579	431	"4"
1667	1579	"4"
1624	431	"4"
127	1072	"4"
127	233	"4"
95	561	"4"
127	1724	"4"
398	447	"4"
127	1050	"4"
127	809	"4"
127	1021	"4"
127	1338	"4"
127	1312	"4"
127	1198	"4"
127	495	"4"
319	317	"4"
12	1312	"4"
9	1132	"4"
95	319	"4"
1312	12	"4"
1312	127	"4"
127	1312	"4"
319	95	"4"
85	1434	"4"
211	36	"4"
211	1742	"4"
95	319	"4"
1406	495	"4"
1655	1641	"4"
36	211	"4"
1655	1397	"4"
12	1312	"4"
1542	249	"4"
1344	1713	"4"
9	1752	"4"
1749	644	"4"
644	8	"4"
1127	1203	"4"
1647	1669	"4"
1647	1713	"4"
1647	1282	"4"
1647	1132	"4"
1647	724	"4"
1667	969	"4"
8	644	"4"
1282	1647	"4"
969	172	"4"
969	1667	"4"
1132	1647	"4"
172	969	"4"
431	1579	"4"
431	1624	"4"
431	1132	"4"
969	172	"4"
1132	431	"4"
431	1132	"4"
1713	1072	"4"
809	127	"4"
724	1647	"4"
95	1749	"4"
1434	85	"4"
1677	1290	"4"
1312	12	"4"
1203	1127	"4"
431	1111	"4"
1579	1667	"4"
1579	431	"4"
431	1579	"4"
1579	431	"4"
431	1579	"4"
1713	1178	"4"
281	708	"4"
172	969	"4"
127	809	"4"
1669	1540	"4"
1669	1647	"4"
1423	1669	"4"
95	175	"4"
1343	1359	"4"
1343	9	"4"
19	353	"4"
1647	1132	"4"
1647	1282	"4"
1647	724	"4"
1647	1669	"4"
1752	9	"4"
724	1647	"4"
429	191	"4"
1669	1423	"4"
1669	1647	"4"
1669	1655	"4"
1669	429	"4"
1647	724	"4"
1647	1669	"4"
1647	1269	"4"
1423	1669	"4"
708	281	"4"
124	1255	"4"
1472	1489	"4"
1009	27	"4"
1009	1346	"4"
201	143	"4"
1255	124	"4"
9	1343	"4"
9	97	"4"
3	32	"4"
1644	431	"4"
1543	1103	"4"
1543	525	"4"
1543	1724	"4"
1624	431	"4"
1543	969	"4"
124	1255	"4"
1255	124	"4"
431	1644	"4"
431	1624	"4"
175	95	"4"
447	398	"4"
1669	1647	"4"
1669	1423	"4"
27	1009	"4"
454	1669	"4"
1488	518	"4"
143	201	"4"
143	547	"4"
518	1488	"4"
518	1488	"4"
400	1681	"4"
400	8	"4"
400	1169	"4"
1169	400	"4"
1467	309	"4"
1520	1540	"4"
1520	1487	"4"
281	708	"4"
713	1059	"4"
201	143	"4"
12	1312	"4"
1158	1497	"4"
1332	1752	"4"
1655	1669	"4"
1655	48	"4"
1655	32	"4"
189	1742	"4"
189	1749	"4"
189	1749	"4"
189	44	"4"
27	1009	"4"
1423	1669	"4"
652	1130	"4"
309	1467	"4"
1312	12	"4"
12	1312	"4"
1543	1467	"4"
1285	1387	"4"
12	282	"4"
495	127	"4"
495	1406	"4"
1406	495	"4"
724	1647	"4"
1317	3	"4"
768	1280	"4"
1642	822	"4"
1285	27	"4"
1487	1520	"4"
93	36	"4"
32	3	"4"
1724	127	"4"
249	1724	"4"
1724	249	"4"
249	1724	"4"
1488	518	"4"
1488	518	"4"
1489	1472	"4"
127	495	"4"
127	1724	"4"
1724	127	"4"
1724	249	"4"
127	1724	"4"
1079	27	"4"
1079	27	"4"
1079	27	"4"
27	1079	"4"
398	447	"4"
1280	768	"4"
346	1644	"4"
644	8	"4"
447	398	"4"
318	1736	"4"
143	201	"4"
8	644	"4"
323	298	"4"
1647	1669	"4"
1713	1647	"4"
1647	724	"4"
1647	1713	"4"
1669	454	"4"
1669	1655	"4"
1713	1647	"4"
429	1669	"4"
1669	429	"4"
1397	1655	"4"
323	68	"4"
1669	1423	"4"
620	874	"4"
644	8	"4"
1669	1647	"4"
959	699	"4"
8	644	"4"
1198	127	"4"
1113	1493	"4"
783	1741	"4"
201	143	"4"
3	32	"4"
3	1317	"4"
1497	1158	"4"
1713	3	"4"
1713	1497	"4"
3	1713	"4"
1312	12	"4"
1675	32	"4"
1675	67	"4"
277	1741	"4"
1332	27	"4"
27	1332	"4"
27	1285	"4"
211	1742	"4"
1423	1669	"4"
12	1312	"4"
699	959	"4"
143	201	"4"
1742	211	"4"
495	1406	"4"
1713	495	"4"
495	127	"4"
495	1713	"4"
1713	495	"4"
495	1713	"4"
1387	1285	"4"
1079	27	"4"
1059	713	"4"
27	1079	"4"
1190	1488	"4"
1669	1423	"4"
319	95	"4"
617	431	"4"
617	1667	"4"
1285	27	"4"
1290	1677	"4"
1285	1387	"4"
1312	12	"4"
1312	1313	"4"
1313	1312	"4"
1313	1312	"4"
1312	1313	"4"
1313	1312	"4"
1313	1713	"4"
443	32	"4"
176	1436	"4"
431	617	"4"
12	1312	"4"
1312	12	"4"
1158	1497	"4"
1158	1497	"4"
1285	1312	"4"
233	1136	"4"
1535	1753	"4"
1312	1313	"4"
201	143	"4"
724	1647	"4"
1667	617	"4"
1667	969	"4"
32	3	"4"
32	1675	"4"
32	1731	"4"
1493	1113	"4"
1647	724	"4"
1647	1669	"4"
1713	1647	"4"
1647	1713	"4"
1713	1647	"4"
1647	1713	"4"
1713	1647	"4"
1647	1713	"4"
1713	1647	"4"
1647	1713	"4"
1713	1647	"4"
1713	1313	"4"
1647	1713	"4"
644	8	"4"
1436	176	"4"
1669	1647	"4"
1343	9	"4"
1042	1338	"4"
1042	1730	"4"
1406	495	"4"
1713	1647	"4"
1178	1713	"4"
193	118	"4"
249	582	"4"
1231	1667	"4"
1647	1669	"4"
1647	1713	"4"
249	974	"4"
1741	783	"4"
1741	277	"4"
431	1231	"4"
249	437	"4"
42	344	"4"
878	1647	"4"
41	1745	"4"
41	1652	"4"
67	1675	"4"
1730	1042	"4"
788	9	"4"
48	1655	"4"
1009	27	"4"
42	1744	"4"
1540	48	"4"
582	249	"4"
1497	1158	"4"
1497	1158	"4"
3	32	"4"
1748	1406	"4"
3	312	"4"
1136	233	"4"
27	1285	"4"
27	1009	"4"
1744	42	"4"
1423	1669	"4"
1406	1748	"4"
1669	1647	"4"
1669	1423	"4"
1231	431	"4"
95	1387	"4"
95	175	"4"
95	319	"4"
9	788	"4"
312	3	"4"
9	1343	"4"
175	95	"4"
12	1312	"4"
1624	431	"4"
1042	1730	"4"
969	1667	"4"
431	1231	"4"
431	1624	"4"
1730	1042	"4"
233	1136	"4"
233	127	"4"
1624	431	"4"
495	1406	"4"
431	1624	"4"
1312	12	"4"
1624	431	"4"
1748	1406	"4"
1406	495	"4"
1406	1748	"4"
1343	9	"4"
27	620	"4"
1474	1493	"4"
1285	27	"4"
525	1543	"4"
431	1624	"4"
1748	1406	"4"
483	189	"4"
1406	1748	"4"
1748	1406	"4"
1644	346	"4"
1406	1748	"4"
724	1647	"4"
1009	27	"4"
1647	878	"4"
1647	1669	"4"
1647	724	"4"
1423	1669	"4"
620	27	"4"
27	620	"4"
1520	1487	"4"
1493	1474	"4"
1669	1423	"4"
620	27	"4"
1253	644	"4"
1158	1497	"4"
1158	1497	"4"
1675	67	"4"
1644	431	"4"
874	620	"4"
874	620	"4"
561	431	"4"
620	874	"4"
561	95	"4"
1395	1113	"4"
36	211	"4"
211	36	"4"
431	1644	"4"
431	561	"4"
1423	1669	"4"
874	620	"4"
620	874	"4"
1669	1423	"4"
812	378	"4"
874	620	"4"
27	1285	"4"
27	1009	"4"
95	561	"4"
319	95	"4"
95	175	"4"
95	319	"4"
1127	1203	"4"
1543	1724	"4"
697	214	"4"
1136	233	"4"
440	1384	"4"
997	415	"4"
1423	1669	"4"
495	1406	"4"
214	697	"4"
1669	1423	"4"
233	1136	"4"
233	193	"4"
415	997	"4"
193	233	"4"
191	429	"4"
233	193	"4"
724	1647	"4"
1497	1158	"4"
85	1434	"4"
561	431	"4"
561	95	"4"
1423	1669	"4"
431	561	"4"
95	561	"4"
697	214	"4"
1488	1190	"4"
1669	1423	"4"
1746	1730	"4"
1434	85	"4"
1158	1497	"4"
3	312	"4"
67	3	"4"
249	67	"4"
1190	1488	"4"
1644	1754	"4"
1647	878	"4"
1647	724	"4"
144	12	"4"
144	9	"4"
847	561	"4"
561	431	"4"
561	95	"4"
561	847	"4"
561	1713	"4"
673	1253	"4"
1755	642	"4"
1406	495	"4"
1713	561	"4"
1724	1543	"4"
1409	443	"4"
1409	167	"4"
878	1647	"4"
189	483	"4"
483	189	"4"
1667	654	"4"
1346	1314	"4"
495	1406	"4"
1655	48	"4"
1655	719	"4"
474	1285	"4"
1285	474	"4"
1285	1312	"4"
474	1285	"4"
1285	474	"4"
621	924	"4"
621	1647	"4"
621	924	"4"
474	1285	"4"
1748	1406	"4"
1748	799	"4"
429	191	"4"
847	561	"4"
431	561	"4"
431	1316	"4"
1316	431	"4"
1072	1158	"4"
431	1316	"4"
1632	1039	"4"
3	144	"4"
1756	1655	"4"
1312	12	"4"
1713	1585	"4"
561	1713	"4"
561	847	"4"
561	431	"4"
749	474	"4"
431	561	"4"
1543	1724	"4"
191	429	"4"
312	3	"4"
1740	504	"4"
788	9	"4"
12	144	"4"
12	1312	"4"
249	495	"4"
308	1655	"4"
1436	1757	"4"
561	431	"4"
431	561	"4"
1626	1624	"4"
431	1731	"4"
1731	32	"4"
144	3	"4"
144	12	"4"
12	144	"4"
144	12	"4"
12	144	"4"
144	1758	"4"
144	12	"4"
12	144	"4"
144	12	"4"
12	144	"4"
144	12	"4"
719	1655	"4"
12	144	"4"
144	12	"4"
12	144	"4"
144	12	"4"
1713	788	"4"
12	144	"4"
144	12	"4"
12	144	"4"
12	1255	"4"
346	1749	"4"
1624	1626	"4"
308	254	"4"
1312	12	"4"
9	788	"4"
9	144	"4"
9	1343	"4"
429	191	"4"
144	9	"4"
1741	277	"4"
1741	391	"4"
1741	784	"4"
1741	277	"4"
1741	1380	"4"
1741	1497	"4"
1741	1282	"4"
1741	475	"4"
1741	773	"4"
1741	1391	"4"
1741	588	"4"
1741	1673	"4"
118	193	"4"
249	144	"4"
468	1748	"4"
1647	878	"4"
1647	621	"4"
1676	233	"4"
1676	233	"4"
525	211	"4"
95	561	"4"
727	561	"4"
1533	1489	"4"
1749	346	"4"
1673	1741	"4"
970	1748	"4"
3	312	"4"
3	1728	"4"
3	1738	"4"
3	27	"4"
3	249	"4"
3	970	"4"
